id,pilar,serie,titulo_post,pagina_destino,prioridade,frequencia_sugerida,sazonalidade
TP-190,Geadas,Frio e Geada,Geada e agricultura: por que acompanhar a madrugada e o amanhecer,/mapa-de-geadas-rio-grande-do-sul,Média,Conforme condição,Outono e inverno
TP-191,Geadas,Frio e Geada,Onde houve geada no RS?,/mapa-de-geadas-rio-grande-do-sul,Média,Conforme condição,Outono e inverno
TP-192,Geadas,Frio e Geada,Mapa de geadas em 15 segundos,/mapa-de-geadas-rio-grande-do-sul,Média,Conforme condição,Outono e inverno
TP-193,Geadas,Frio e Geada,Nem toda manhã fria tem geada,/mapa-de-geadas-rio-grande-do-sul,Média,Conforme condição,Outono e inverno
TP-194,Câmeras,Pelotas ao Vivo,Pelotas ao vivo: como está o céu agora?,/cameras-ao-vivo-pelotas,Média,Conforme disponibilidade,Todo o ano
TP-195,Câmeras,Pelotas ao Vivo,Câmera ao vivo ou replay? O Tempo Pelotas mostra a diferença,/cameras-ao-vivo-pelotas,Média,Conforme disponibilidade,Todo o ano
TP-196,Câmeras,Pelotas ao Vivo,Antes de sair: dê uma olhada nas câmeras,/cameras-ao-vivo-pelotas,Média,Conforme disponibilidade,Todo o ano
TP-197,Câmeras,Pelotas ao Vivo,Nevoeiro visto pela câmera,/cameras-ao-vivo-pelotas,Média,Conforme disponibilidade,Todo o ano
TP-198,Câmeras,Pelotas ao Vivo,Chuva vista ao vivo,/cameras-ao-vivo-pelotas,Média,Conforme disponibilidade,Todo o ano
TP-199,Câmeras,Pelotas ao Vivo,Fim de tarde em Pelotas,/cameras-ao-vivo-pelotas,Média,Conforme disponibilidade,Todo o ano
TP-200,Câmeras,Pelotas ao Vivo,Por que a câmera pode ficar indisponível?,/cameras-ao-vivo-pelotas,Média,Conforme disponibilidade,Todo o ano
TP-201,Câmeras,Pelotas ao Vivo,Câmeras + previsão: veja e planeje,/cameras-ao-vivo-pelotas,Média,Conforme disponibilidade,Todo o ano
TP-202,Transparência e tecnologia,Por Trás do Tempo,De onde vêm os dados do Tempo Pelotas?,/metodologia,Média,Quinzenal,Evergreen
TP-203,Transparência e tecnologia,Por Trás do Tempo,Por que o Tempo Pelotas usa mais de uma fonte?,/metodologia,Média,Quinzenal,Evergreen
TP-204,Transparência e tecnologia,Por Trás do Tempo,Previsão não é observação,/metodologia,Média,Quinzenal,Evergreen
TP-205,Transparência e tecnologia,Por Trás do Tempo,Radar não é previsão,/metodologia,Média,Quinzenal,Evergreen
TP-206,Transparência e tecnologia,Por Trás do Tempo,Alerta oficial não é radar,/metodologia,Média,Quinzenal,Evergreen
TP-207,Transparência e tecnologia,Por Trás do Tempo,Por que mostramos o horário dos dados?,/metodologia,Média,Quinzenal,Evergreen
TP-208,Transparência e tecnologia,Por Trás do Tempo,O que significa dado atrasado?,/metodologia,Média,Quinzenal,Evergreen
TP-209,Transparência e tecnologia,Por Trás do Tempo,O que fazemos quando uma fonte externa fica indisponível?,/metodologia,Média,Quinzenal,Evergreen
TP-210,Transparência e tecnologia,Por Trás do Tempo,Como o Tempo Pelotas protege chaves e integrações,/metodologia,Média,Quinzenal,Evergreen
TP-211,Transparência e tecnologia,Por Trás do Tempo,Como o mapa meteorológico é montado,/metodologia,Média,Quinzenal,Evergreen
TP-212,Transparência e tecnologia,Por Trás do Tempo,Por que o portal tem páginas específicas para chuva e vento?,/metodologia,Média,Quinzenal,Evergreen
TP-213,Transparência e tecnologia,Por Trás do Tempo,Como o Tempo Pelotas atende 24 cidades da região,/tempo-na-regiao-sul-rs,Média,Quinzenal,Evergreen
TP-214,Transparência e tecnologia,Por Trás do Tempo,Como o portal registra histórico e snapshots,/metodologia,Média,Quinzenal,Evergreen
TP-215,Transparência e tecnologia,Por Trás do Tempo,"IA no Tempo Pelotas: contexto, não fonte única da verdade",/metodologia,Média,Quinzenal,Evergreen
TP-216,Transparência e tecnologia,Por Trás do Tempo,Privacidade e dados no Tempo Pelotas,/privacidade-e-dados,Média,Quinzenal,Evergreen
TP-217,Transparência e tecnologia,Por Trás do Tempo,O que é o pelotas.json?,/metodologia,Média,Quinzenal,Evergreen
TP-218,Transparência e tecnologia,Por Trás do Tempo,O portal tem feed JSON?,/metodologia,Média,Quinzenal,Evergreen
TP-219,Transparência e tecnologia,Por Trás do Tempo,SEO local também ajuda a encontrar informação meteorológica,/metodologia,Média,Quinzenal,Evergreen
TP-220,Sazonal e cotidiano,Tempo na Vida Real,Nevoeiro em Pelotas: acompanhe a visibilidade,/meteograma-pelotas,Alta,Sazonal/conforme condição,Outono/inverno
TP-221,Sazonal e cotidiano,Tempo na Vida Real,Manhã de nevoeiro: o que mudou nas últimas horas?,/meteograma-pelotas,Alta,Sazonal/conforme condição,Outono/inverno
TP-222,Sazonal e cotidiano,Tempo na Vida Real,Primeiro frio forte da temporada,/tempo-hoje-pelotas,Alta,Sazonal/conforme condição,Outono/inverno
TP-223,Sazonal e cotidiano,Tempo na Vida Real,Semana de frio: quais dias terão as menores mínimas?,/previsao-7-dias-pelotas,Alta,Sazonal/conforme condição,Outono/inverno
TP-224,Sazonal e cotidiano,Tempo na Vida Real,Onda de calor? Confira primeiro os avisos oficiais,/alertas,Alta,Sazonal/conforme condição,Primavera/verão
TP-225,Sazonal e cotidiano,Tempo na Vida Real,Tarde quente em Pelotas,/,Alta,Sazonal/conforme condição,Primavera/verão
TP-226,Sazonal e cotidiano,Tempo na Vida Real,Dia de praia no Laranjal: o que conferir no tempo,/tempo-hoje-pelotas,Alta,Sazonal/conforme condição,Primavera/verão
TP-227,Sazonal e cotidiano,Tempo na Vida Real,Fim de semana no Laranjal,/previsao-7-dias-pelotas,Alta,Sazonal/conforme condição,Primavera/verão
TP-228,Sazonal e cotidiano,Tempo na Vida Real,Virada de tempo,/meteograma-pelotas,Alta,Sazonal/conforme condição,Todo o ano
TP-229,Sazonal e cotidiano,Tempo na Vida Real,Frente fria chegando?,/blog,Alta,Sazonal/conforme condição,Todo o ano
TP-230,Sazonal e cotidiano,Tempo na Vida Real,Temporais: onde acompanhar informação oficial,/alertas,Alta,Sazonal/conforme condição,Primavera/verão
TP-231,Sazonal e cotidiano,Tempo na Vida Real,Madrugada fria: previsão para o amanhecer,/tempo-amanha-pelotas,Alta,Sazonal/conforme condição,Outono/inverno
TP-232,Sazonal e cotidiano,Tempo na Vida Real,Pôr do sol com céu aberto?,/meteograma-pelotas,Alta,Sazonal/conforme condição,Todo o ano
TP-233,Sazonal e cotidiano,Tempo na Vida Real,Chuva no horário de saída do trabalho?,/chuva-em-pelotas,Alta,Sazonal/conforme condição,Todo o ano
TP-234,Sazonal e cotidiano,Tempo na Vida Real,Tempo para a volta às aulas,/tempo-hoje-pelotas,Média,Sazonal/conforme condição,Fevereiro/março
TP-235,Sazonal e cotidiano,Tempo na Vida Real,Tempo para o feriadão,/previsao-7-dias-pelotas,Média,Sazonal/conforme condição,Feriados
TP-236,Sazonal e cotidiano,Tempo na Vida Real,Tempo para o Carnaval na região,/tempo-na-regiao-sul-rs,Média,Sazonal/conforme condição,Carnaval
TP-237,Sazonal e cotidiano,Tempo na Vida Real,Semana Farroupilha: previsão para eventos ao ar livre,/previsao-7-dias-pelotas,Média,Sazonal/conforme condição,Setembro
TP-238,Sazonal e cotidiano,Tempo na Vida Real,Natal em Pelotas: como fica o tempo?,/previsao-7-dias-pelotas,Média,Sazonal/conforme condição,Dezembro
TP-239,Sazonal e cotidiano,Tempo na Vida Real,Ano Novo: previsão para Pelotas e região,/tempo-na-regiao-sul-rs,Média,Sazonal/conforme condição,Dezembro
TP-240,Sazonal e cotidiano,Tempo na Vida Real,"Verão na Zona Sul: acompanhe chuva, vento e calor",/tempo-na-regiao-sul-rs,Média,Sazonal/conforme condição,Verão
TP-241,Sazonal e cotidiano,Tempo na Vida Real,Outono em Pelotas: o que muda no acompanhamento do tempo,/clima-em-pelotas,Média,Sazonal/conforme condição,Outono
TP-242,Sazonal e cotidiano,Tempo na Vida Real,"Inverno em Pelotas: frio, nevoeiro, vento e geada",/,Média,Sazonal/conforme condição,Inverno
TP-243,Sazonal e cotidiano,Tempo na Vida Real,Primavera em Pelotas: atenção às mudanças rápidas,/,Média,Sazonal/conforme condição,Primavera
TP-244,Sazonal e cotidiano,Tempo na Vida Real,Tempo para quem trabalha no campo,/tempo-na-regiao-sul-rs,Média,Sazonal/conforme condição,Todo o ano
TP-245,Sazonal e cotidiano,Tempo na Vida Real,Tempo para quem pega estrada na Zona Sul,/tempo-na-regiao-sul-rs,Média,Sazonal/conforme condição,Todo o ano
TP-246,Sazonal e cotidiano,Tempo na Vida Real,Tempo para quem trabalha no porto e litoral,/tempo-em/rio-grande-rs,Média,Sazonal/conforme condição,Todo o ano
TP-247,Sazonal e cotidiano,Tempo na Vida Real,Dia de vento e praia: consulte antes de sair,/vento-em-pelotas,Média,Sazonal/conforme condição,Primavera/verão
TP-248,Sazonal e cotidiano,Tempo na Vida Real,Noite de evento em Pelotas,/meteograma-pelotas,Média,Sazonal/conforme condição,Conforme agenda
TP-249,Sazonal e cotidiano,Tempo na Vida Real,Domingo de passeio: o que esperar do tempo,/previsao-7-dias-pelotas,Média,Sazonal/conforme condição,Semanal
TP-250,Região,Tempo em Capão do Leão,Tempo em Capão do Leão hoje,/tempo-em/capao-do-leao-rs,Alta,Semanal,Todo o ano
TP-251,Região,Tempo em Capão do Leão,Fim de semana em Capão do Leão,/tempo-em/capao-do-leao-rs,Alta,Semanal,Todo o ano
TP-252,Região,Tempo em Capão do Leão,Capão do Leão x Pelotas: como o tempo se compara?,/tempo-em/capao-do-leao-rs,Média,Quinzenal,Todo o ano
TP-253,Região,Tempo em Canguçu,Tempo em Canguçu hoje,/tempo-em/cangucu-rs,Alta,Semanal,Todo o ano
TP-254,Região,Tempo em Canguçu,Fim de semana em Canguçu,/tempo-em/cangucu-rs,Alta,Semanal,Todo o ano
TP-255,Região,Tempo em Canguçu,Canguçu x Pelotas: como o tempo se compara?,/tempo-em/cangucu-rs,Média,Quinzenal,Todo o ano
TP-256,Região,Tempo em Morro Redondo,Tempo em Morro Redondo hoje,/tempo-em/morro-redondo-rs,Alta,Semanal,Todo o ano
TP-257,Região,Tempo em Morro Redondo,Fim de semana em Morro Redondo,/tempo-em/morro-redondo-rs,Alta,Semanal,Todo o ano
TP-258,Região,Tempo em Morro Redondo,Morro Redondo x Pelotas: como o tempo se compara?,/tempo-em/morro-redondo-rs,Média,Quinzenal,Todo o ano
TP-259,Região,Tempo em Turuçu,Tempo em Turuçu hoje,/tempo-em/turucu-rs,Alta,Semanal,Todo o ano
TP-260,Região,Tempo em Turuçu,Fim de semana em Turuçu,/tempo-em/turucu-rs,Alta,Semanal,Todo o ano
TP-261,Região,Tempo em Turuçu,Turuçu x Pelotas: como o tempo se compara?,/tempo-em/turucu-rs,Média,Quinzenal,Todo o ano
TP-262,Região,Tempo em Arroio do Padre,Tempo em Arroio do Padre hoje,/tempo-em/arroio-do-padre-rs,Alta,Semanal,Todo o ano
TP-263,Região,Tempo em Arroio do Padre,Fim de semana em Arroio do Padre,/tempo-em/arroio-do-padre-rs,Alta,Semanal,Todo o ano
TP-264,Região,Tempo em Arroio do Padre,Arroio do Padre x Pelotas: como o tempo se compara?,/tempo-em/arroio-do-padre-rs,Média,Quinzenal,Todo o ano
TP-265,Região,Tempo em Pedro Osório,Tempo em Pedro Osório hoje,/tempo-em/pedro-osorio-rs,Alta,Semanal,Todo o ano
TP-266,Região,Tempo em Pedro Osório,Fim de semana em Pedro Osório,/tempo-em/pedro-osorio-rs,Alta,Semanal,Todo o ano
TP-267,Região,Tempo em Pedro Osório,Pedro Osório x Pelotas: como o tempo se compara?,/tempo-em/pedro-osorio-rs,Média,Quinzenal,Todo o ano
TP-268,Região,Tempo em Cerrito,Tempo em Cerrito hoje,/tempo-em/cerrito-rs,Alta,Semanal,Todo o ano
TP-269,Região,Tempo em Cerrito,Fim de semana em Cerrito,/tempo-em/cerrito-rs,Alta,Semanal,Todo o ano
TP-270,Região,Tempo em Cerrito,Cerrito x Pelotas: como o tempo se compara?,/tempo-em/cerrito-rs,Média,Quinzenal,Todo o ano
TP-271,Região,Tempo em Piratini,Tempo em Piratini hoje,/tempo-em/piratini-rs,Alta,Semanal,Todo o ano
TP-272,Região,Tempo em Piratini,Fim de semana em Piratini,/tempo-em/piratini-rs,Alta,Semanal,Todo o ano
TP-273,Região,Tempo em Piratini,Piratini x Pelotas: como o tempo se compara?,/tempo-em/piratini-rs,Média,Quinzenal,Todo o ano
TP-274,Região,Tempo em Rio Grande,Tempo em Rio Grande hoje,/tempo-em/rio-grande-rs,Alta,Semanal,Todo o ano
TP-275,Região,Tempo em Rio Grande,Fim de semana em Rio Grande,/tempo-em/rio-grande-rs,Alta,Semanal,Todo o ano
TP-276,Região,Tempo em Rio Grande,Rio Grande x Pelotas: como o tempo se compara?,/tempo-em/rio-grande-rs,Média,Quinzenal,Todo o ano
TP-277,Região,Tempo em São José do Norte,Tempo em São José do Norte hoje,/tempo-em/sao-jose-do-norte-rs,Alta,Semanal,Todo o ano
TP-278,Região,Tempo em São José do Norte,Fim de semana em São José do Norte,/tempo-em/sao-jose-do-norte-rs,Alta,Semanal,Todo o ano
TP-279,Região,Tempo em São José do Norte,São José do Norte x Pelotas: como o tempo se compara?,/tempo-em/sao-jose-do-norte-rs,Média,Quinzenal,Todo o ano
TP-280,Região,Tempo em São Lourenço do Sul,Tempo em São Lourenço do Sul hoje,/tempo-em/sao-lourenco-do-sul-rs,Alta,Semanal,Todo o ano
TP-281,Região,Tempo em São Lourenço do Sul,Fim de semana em São Lourenço do Sul,/tempo-em/sao-lourenco-do-sul-rs,Alta,Semanal,Todo o ano
TP-282,Região,Tempo em São Lourenço do Sul,São Lourenço do Sul x Pelotas: como o tempo se compara?,/tempo-em/sao-lourenco-do-sul-rs,Média,Quinzenal,Todo o ano
TP-283,Região,Tempo em Cristal,Tempo em Cristal hoje,/tempo-em/cristal-rs,Alta,Semanal,Todo o ano
TP-284,Região,Tempo em Cristal,Fim de semana em Cristal,/tempo-em/cristal-rs,Alta,Semanal,Todo o ano
TP-285,Região,Tempo em Cristal,Cristal x Pelotas: como o tempo se compara?,/tempo-em/cristal-rs,Média,Quinzenal,Todo o ano
TP-286,Região,Tempo em Jaguarão,Tempo em Jaguarão hoje,/tempo-em/jaguarao-rs,Alta,Semanal,Todo o ano
TP-287,Região,Tempo em Jaguarão,Fim de semana em Jaguarão,/tempo-em/jaguarao-rs,Alta,Semanal,Todo o ano
TP-288,Região,Tempo em Jaguarão,Jaguarão x Pelotas: como o tempo se compara?,/tempo-em/jaguarao-rs,Média,Quinzenal,Todo o ano
TP-289,Região,Tempo em Arroio Grande,Tempo em Arroio Grande hoje,/tempo-em/arroio-grande-rs,Alta,Semanal,Todo o ano
TP-290,Região,Tempo em Arroio Grande,Fim de semana em Arroio Grande,/tempo-em/arroio-grande-rs,Alta,Semanal,Todo o ano
TP-291,Região,Tempo em Arroio Grande,Arroio Grande x Pelotas: como o tempo se compara?,/tempo-em/arroio-grande-rs,Média,Quinzenal,Todo o ano
TP-292,Região,Tempo em Herval,Tempo em Herval hoje,/tempo-em/herval-rs,Alta,Semanal,Todo o ano
TP-293,Região,Tempo em Herval,Fim de semana em Herval,/tempo-em/herval-rs,Alta,Semanal,Todo o ano
TP-294,Região,Tempo em Herval,Herval x Pelotas: como o tempo se compara?,/tempo-em/herval-rs,Média,Quinzenal,Todo o ano
TP-295,Região,Tempo em Santa Vitória do Palmar,Tempo em Santa Vitória do Palmar hoje,/tempo-em/santa-vitoria-do-palmar-rs,Alta,Semanal,Todo o ano
TP-296,Região,Tempo em Santa Vitória do Palmar,Fim de semana em Santa Vitória do Palmar,/tempo-em/santa-vitoria-do-palmar-rs,Alta,Semanal,Todo o ano
TP-297,Região,Tempo em Santa Vitória do Palmar,Santa Vitória do Palmar x Pelotas: como o tempo se compara?,/tempo-em/santa-vitoria-do-palmar-rs,Média,Quinzenal,Todo o ano
TP-298,Região,Tempo em Chuí,Tempo em Chuí hoje,/tempo-em/chui-rs,Alta,Semanal,Todo o ano
TP-299,Região,Tempo em Chuí,Fim de semana em Chuí,/tempo-em/chui-rs,Alta,Semanal,Todo o ano
TP-300,Região,Tempo em Chuí,Chuí x Pelotas: como o tempo se compara?,/tempo-em/chui-rs,Média,Quinzenal,Todo o ano
TP-301,Região,Tempo em Pinheiro Machado,Tempo em Pinheiro Machado hoje,/tempo-em/pinheiro-machado-rs,Alta,Semanal,Todo o ano
TP-302,Região,Tempo em Pinheiro Machado,Fim de semana em Pinheiro Machado,/tempo-em/pinheiro-machado-rs,Alta,Semanal,Todo o ano
TP-303,Região,Tempo em Pinheiro Machado,Pinheiro Machado x Pelotas: como o tempo se compara?,/tempo-em/pinheiro-machado-rs,Média,Quinzenal,Todo o ano
TP-304,Região,Tempo em Pedras Altas,Tempo em Pedras Altas hoje,/tempo-em/pedras-altas-rs,Alta,Semanal,Todo o ano
TP-305,Região,Tempo em Pedras Altas,Fim de semana em Pedras Altas,/tempo-em/pedras-altas-rs,Alta,Semanal,Todo o ano
TP-306,Região,Tempo em Pedras Altas,Pedras Altas x Pelotas: como o tempo se compara?,/tempo-em/pedras-altas-rs,Média,Quinzenal,Todo o ano
TP-307,Região,Tempo em Bagé,Tempo em Bagé hoje,/tempo-em/bage-rs,Alta,Semanal,Todo o ano
TP-308,Região,Tempo em Bagé,Fim de semana em Bagé,/tempo-em/bage-rs,Alta,Semanal,Todo o ano
TP-309,Região,Tempo em Bagé,Bagé x Pelotas: como o tempo se compara?,/tempo-em/bage-rs,Média,Quinzenal,Todo o ano
TP-310,Região,Tempo em Candiota,Tempo em Candiota hoje,/tempo-em/candiota-rs,Alta,Semanal,Todo o ano
TP-311,Região,Tempo em Candiota,Fim de semana em Candiota,/tempo-em/candiota-rs,Alta,Semanal,Todo o ano
TP-312,Região,Tempo em Candiota,Candiota x Pelotas: como o tempo se compara?,/tempo-em/candiota-rs,Média,Quinzenal,Todo o ano
TP-313,Região,Tempo em Aceguá,Tempo em Aceguá hoje,/tempo-em/acegua-rs,Alta,Semanal,Todo o ano
TP-314,Região,Tempo em Aceguá,Fim de semana em Aceguá,/tempo-em/acegua-rs,Alta,Semanal,Todo o ano
TP-315,Região,Tempo em Aceguá,Aceguá x Pelotas: como o tempo se compara?,/tempo-em/acegua-rs,Média,Quinzenal,Todo o ano
TP-316,Região,Tempo em Dom Pedrito,Tempo em Dom Pedrito hoje,/tempo-em/dom-pedrito-rs,Alta,Semanal,Todo o ano
TP-317,Região,Tempo em Dom Pedrito,Fim de semana em Dom Pedrito,/tempo-em/dom-pedrito-rs,Alta,Semanal,Todo o ano
TP-318,Região,Tempo em Dom Pedrito,Dom Pedrito x Pelotas: como o tempo se compara?,/tempo-em/dom-pedrito-rs,Média,Quinzenal,Todo o ano
TP-319,Região,Panorama Regional,Panorama do tempo: Pelotas e entorno,/tempo-na-regiao-sul-rs,Alta,Semanal,Todo o ano
TP-320,Região,Panorama Regional,Onde pode chover em Pelotas e entorno?,/tempo-na-regiao-sul-rs,Alta,Conforme condição,Dias com chuva
TP-321,Região,Panorama Regional,Quem terá mais vento em Pelotas e entorno?,/tempo-na-regiao-sul-rs,Média,Conforme condição,Dias de vento
TP-322,Região,Panorama Regional,Panorama do tempo: Costa Doce,/tempo-na-regiao-sul-rs,Alta,Semanal,Todo o ano
TP-323,Região,Panorama Regional,Onde pode chover em Costa Doce?,/tempo-na-regiao-sul-rs,Alta,Conforme condição,Dias com chuva
TP-324,Região,Panorama Regional,Quem terá mais vento em Costa Doce?,/tempo-na-regiao-sul-rs,Média,Conforme condição,Dias de vento
TP-325,Região,Panorama Regional,Panorama do tempo: Fronteira Sul,/tempo-na-regiao-sul-rs,Alta,Semanal,Todo o ano
TP-326,Região,Panorama Regional,Onde pode chover em Fronteira Sul?,/tempo-na-regiao-sul-rs,Alta,Conforme condição,Dias com chuva
TP-327,Região,Panorama Regional,Quem terá mais vento em Fronteira Sul?,/tempo-na-regiao-sul-rs,Média,Conforme condição,Dias de vento
TP-328,Região,Panorama Regional,Panorama do tempo: Campanha,/tempo-na-regiao-sul-rs,Alta,Semanal,Todo o ano
TP-329,Região,Panorama Regional,Onde pode chover em Campanha?,/tempo-na-regiao-sul-rs,Alta,Conforme condição,Dias com chuva
TP-330,Região,Panorama Regional,Quem terá mais vento em Campanha?,/tempo-na-regiao-sul-rs,Média,Conforme condição,Dias de vento
TP-331,Educação meteorológica,Entenda o Tempo,Por que Pelotas tem nevoeiro?,/blog,Média,Semanal,Evergreen
TP-332,Educação meteorológica,Entenda o Tempo,Como se forma a geada?,/blog,Média,Semanal,Evergreen
TP-333,Educação meteorológica,Entenda o Tempo,Como funciona um radar meteorológico?,/blog,Média,Semanal,Evergreen
TP-334,Educação meteorológica,Entenda o Tempo,Qual a diferença entre radar e satélite?,/blog,Média,Semanal,Evergreen
TP-335,Educação meteorológica,Entenda o Tempo,O que é uma rajada de vento?,/blog,Média,Semanal,Evergreen
TP-336,Educação meteorológica,Entenda o Tempo,O que significa probabilidade de chuva?,/blog,Média,Semanal,Evergreen
TP-337,Educação meteorológica,Entenda o Tempo,O que é precipitação acumulada?,/blog,Média,Semanal,Evergreen
TP-338,Educação meteorológica,Entenda o Tempo,O que é nebulosidade?,/blog,Média,Semanal,Evergreen
TP-339,Educação meteorológica,Entenda o Tempo,O que é visibilidade meteorológica?,/blog,Média,Semanal,Evergreen
TP-340,Educação meteorológica,Entenda o Tempo,O que é pressão atmosférica?,/blog,Média,Semanal,Evergreen
TP-341,Educação meteorológica,Entenda o Tempo,Por que a previsão muda?,/blog,Média,Semanal,Evergreen
TP-342,Educação meteorológica,Entenda o Tempo,Por que duas fontes podem mostrar valores diferentes?,/blog,Média,Semanal,Evergreen
TP-343,Educação meteorológica,Entenda o Tempo,O que é um alerta meteorológico oficial?,/blog,Média,Semanal,Evergreen
TP-344,Educação meteorológica,Entenda o Tempo,O que é atividade elétrica detectada?,/blog,Média,Semanal,Evergreen
TP-345,Educação meteorológica,Entenda o Tempo,Como ler uma previsão de 7 dias com responsabilidade,/blog,Média,Semanal,Evergreen
TP-346,Educação meteorológica,Entenda o Tempo,O que é uma estação meteorológica?,/blog,Média,Semanal,Evergreen
TP-347,Educação meteorológica,Entenda o Tempo,Por que medir o nível da Lagoa?,/blog,Média,Semanal,Evergreen
TP-348,Educação meteorológica,Entenda o Tempo,O que significa tendência hidrológica?,/blog,Média,Semanal,Evergreen
TP-349,Educação meteorológica,Entenda o Tempo,Por que o nível da Lagoa pode variar?,/blog,Média,Semanal,Evergreen
TP-350,Educação meteorológica,Entenda o Tempo,Como compartilhar informação meteorológica sem espalhar desinformação,/blog,Média,Semanal,Evergreen
